objectid,date,time,common_name,scientific_name,e_bird_group,count,repeat_observation,substrate,sex,breeding_activity,observation_notes,observers,latitude,longitude,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,weather_note,creation_date,creator,edit_date,editor,year
1566,2019-06-14,2019-06-14T06:58:11Z,Hooded Oriole,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40933838071916,-119.8469109428063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T13:58:11Z,ccber_user,2019-06-14T13:58:48Z,ccber_user,2019
1489,2019-06-14,2019-06-14T06:58:23Z,Western Gull,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.41086540745717,-119.8503533076363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T13:58:23Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T13:58:23Z,clark@ccber.ucsb.edu_ucsb,2019
1567,2019-06-14,2019-06-14T07:00:36Z,House Finch,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40933838071916,-119.8470173437601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:00:36Z,ccber_user,2019-06-14T14:00:36Z,ccber_user,2019
1490,2019-06-14,2019-06-14T07:01:15Z,Allen's Hummingbird,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.41061105834821,-119.8507358327421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:01:15Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:01:15Z,clark@ccber.ucsb.edu_ucsb,2019
1568,2019-06-14,2019-06-14T07:02:28Z,Northern Mockingbird,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40919946924959,-119.8467832975943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:02:28Z,ccber_user,2019-06-14T14:02:28Z,ccber_user,2019
1491,2019-06-14,2019-06-14T07:02:52Z,Double-crested Cormorant,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.41090526169141,-119.8501235697905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:02:52Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:02:52Z,clark@ccber.ucsb.edu_ucsb,2019
1569,2019-06-14,2019-06-14T07:03:24Z,Double-crested Cormorant,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40795758533367,-119.8464797424867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:03:24Z,ccber_user,2019-06-14T14:03:24Z,ccber_user,2019
1570,2019-06-14,2019-06-14T07:03:54Z,Belted Kingfisher,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.4080390293414,-119.8464922605102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:03:54Z,ccber_user,2019-06-14T14:03:54Z,ccber_user,2019
1492,2019-06-14,2019-06-14T07:04:41Z,Cliff Swallow,NA,NA,5,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.41071273153226,-119.8502125461228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:04:41Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:04:41Z,clark@ccber.ucsb.edu_ucsb,2019
1571,2019-06-14,2019-06-14T07:05:04Z,Hooded Oriole,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40921120134571,-119.8464640956311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:05:04Z,ccber_user,2019-06-14T14:05:04Z,ccber_user,2019
1493,2019-06-14,2019-06-14T07:06:49Z,Scaly-breasted Munia,NA,NA,3,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.41001145092498,-119.8506727808907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:06:49Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:06:49Z,clark@ccber.ucsb.edu_ucsb,2019
1494,2019-06-14,2019-06-14T07:07:41Z,Northern Mockingbird,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40988469649807,-119.8507105155225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:07:41Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:07:41Z,clark@ccber.ucsb.edu_ucsb,2019
1495,2019-06-14,2019-06-14T07:07:54Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40967485795004,-119.8505964537359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:07:54Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:07:54Z,clark@ccber.ucsb.edu_ucsb,2019
1496,2019-06-14,2019-06-14T07:08:16Z,California Towhee,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40970730742016,-119.8505177900631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:08:16Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:08:16Z,clark@ccber.ucsb.edu_ucsb,2019
1497,2019-06-14,2019-06-14T07:10:25Z,Red-tailed Hawk,NA,NA,1,Yes,NA,NA,NA,Changed Repeat Observation from No to Yes after post-survey review.,"Darwin Richardson, Adrian O'Loghlen",34.40782630682392,-119.8495594080292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:10:25Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:10:25Z,clark@ccber.ucsb.edu_ucsb,2019
1572,2019-06-14,2019-06-14T07:10:25Z,Common Yellowthroat,NA,NA,3,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40909759930853,-119.8457756187125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:10:25Z,ccber_user,2019-06-14T14:10:25Z,ccber_user,2019
1573,2019-06-14,2019-06-14T07:11:38Z,Song Sparrow,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.4089994890079,-119.8456160177309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:11:38Z,ccber_user,2019-06-14T14:11:38Z,ccber_user,2019
1574,2019-06-14,2019-06-14T07:12:03Z,House Finch,NA,NA,3,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40901756151805,-119.845303073432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:12:03Z,ccber_user,2019-06-14T14:12:03Z,ccber_user,2019
1575,2019-06-14,2019-06-14T07:12:30Z,Allen's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40913116366392,-119.8457161592239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:12:30Z,ccber_user,2019-06-14T14:12:30Z,ccber_user,2019
1498,2019-06-14,2019-06-14T07:14:50Z,House Wren,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40883209965434,-119.8505757331956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:14:50Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:14:50Z,clark@ccber.ucsb.edu_ucsb,2019
1499,2019-06-14,2019-06-14T07:15:12Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.4089071171864,-119.8507264058215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:15:12Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:15:12Z,clark@ccber.ucsb.edu_ucsb,2019
1576,2019-06-14,2019-06-14T07:15:27Z,American Crow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40873613833288,-119.8446771857326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:15:27Z,ccber_user,2019-06-14T14:15:27Z,ccber_user,2019
1577,2019-06-14,2019-06-14T07:15:45Z,Double-crested Cormorant,NA,NA,7,No,NA,NA,NA,Changed Count from 5 to 7 after post-survey review.,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40872322850696,-119.8459164440064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:15:45Z,ccber_user,2019-06-14T14:15:45Z,ccber_user,2019
1578,2019-06-14,2019-06-14T07:16:56Z,American Crow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.4087327765459,-119.844388332453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:16:56Z,ccber_user,2019-06-14T14:16:56Z,ccber_user,2019
1500,2019-06-14,2019-06-14T07:18:42Z,House Wren,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40833639823864,-119.8505459477557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:18:42Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:18:42Z,clark@ccber.ucsb.edu_ucsb,2019
1501,2019-06-14,2019-06-14T07:19:22Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40792696654628,-119.8503466915442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:19:22Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:19:22Z,clark@ccber.ucsb.edu_ucsb,2019
1579,2019-06-14,2019-06-14T07:19:22Z,American Crow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40847162917279,-119.8437454899508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:19:22Z,ccber_user,2019-06-14T14:19:22Z,ccber_user,2019
1580,2019-06-14,2019-06-14T07:19:35Z,European Starling,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40841727046054,-119.8436510374886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:19:35Z,ccber_user,2019-06-14T14:19:35Z,ccber_user,2019
1581,2019-06-14,2019-06-14T07:20:51Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40863484665443,-119.8435926425036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:20:51Z,ccber_user,2019-06-14T14:20:51Z,ccber_user,2019
1582,2019-06-14,2019-06-14T07:21:03Z,Dark-eyed Junco,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40866370869209,-119.843596005796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:21:03Z,ccber_user,2019-06-14T14:21:03Z,ccber_user,2019
1583,2019-06-14,2019-06-14T07:21:43Z,Oak Titmouse,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40871810281864,-119.8435731328922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:21:43Z,ccber_user,2019-06-14T14:21:43Z,ccber_user,2019
1584,2019-06-14,2019-06-14T07:22:06Z,House Finch,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40852272833115,-119.8438435796916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:22:06Z,ccber_user,2019-06-14T14:22:06Z,ccber_user,2019
1502,2019-06-14,2019-06-14T07:22:12Z,Common Yellowthroat,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40782771054827,-119.8503166150502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:22:12Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:22:12Z,clark@ccber.ucsb.edu_ucsb,2019
1585,2019-06-14,2019-06-14T07:23:30Z,American Crow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40848054505066,-119.8438328151796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:23:30Z,ccber_user,2019-06-14T14:23:30Z,ccber_user,2019
1503,2019-06-14,2019-06-14T07:26:04Z,Cliff Swallow,NA,NA,40,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40699134533318,-119.8494270879845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:26:04Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:26:04Z,clark@ccber.ucsb.edu_ucsb,2019
1586,2019-06-14,2019-06-14T07:26:39Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40741263846574,-119.8437722678311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:26:39Z,ccber_user,2019-06-14T14:26:39Z,ccber_user,2019
1504,2019-06-14,2019-06-14T07:27:29Z,Black Phoebe,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40727164117344,-119.8497536543363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:27:29Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:27:29Z,clark@ccber.ucsb.edu_ucsb,2019
1587,2019-06-14,2019-06-14T07:27:39Z,House Finch,NA,NA,3,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40719519027616,-119.8433140425946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:27:39Z,ccber_user,2019-06-14T14:27:39Z,ccber_user,2019
1505,2019-06-14,2019-06-14T07:28:35Z,Western Gull,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40693267883269,-119.8491742625377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:28:35Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:28:35Z,clark@ccber.ucsb.edu_ucsb,2019
1588,2019-06-14,2019-06-14T07:29:27Z,Black Phoebe,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40648694371364,-119.8438038067824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:29:27Z,ccber_user,2019-06-14T14:29:27Z,ccber_user,2019
1506,2019-06-14,2019-06-14T07:30:52Z,House Finch,NA,NA,3,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40747371409483,-119.8500565186394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:30:52Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:30:52Z,clark@ccber.ucsb.edu_ucsb,2019
1589,2019-06-14,2019-06-14T07:34:25Z,Mourning Dove,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40631616002565,-119.8444308128844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:34:25Z,ccber_user,2019-06-14T14:34:25Z,ccber_user,2019
1590,2019-06-14,2019-06-14T07:34:38Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40583223630543,-119.844160366085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:34:38Z,ccber_user,2019-06-14T14:34:38Z,ccber_user,2019
1507,2019-06-14,2019-06-14T07:35:01Z,House Finch,NA,NA,5,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40836674043169,-119.8491716286772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:35:01Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:35:01Z,clark@ccber.ucsb.edu_ucsb,2019
1508,2019-06-14,2019-06-14T07:35:13Z,House Finch,NA,NA,3,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40798004192024,-119.8494349150055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:35:13Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:35:13Z,clark@ccber.ucsb.edu_ucsb,2019
1509,2019-06-14,2019-06-14T07:37:46Z,Hooded Oriole,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.4084146031066,-119.8492110593283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:37:46Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:37:46Z,clark@ccber.ucsb.edu_ucsb,2019
1510,2019-06-14,2019-06-14T07:37:58Z,House Finch,NA,NA,6,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40897083830894,-119.8493295713688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:37:58Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:45:46Z,clark@ccber.ucsb.edu_ucsb,2019
1511,2019-06-14,2019-06-14T07:38:39Z,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.409109896161,-119.8491281008102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:38:39Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:38:39Z,clark@ccber.ucsb.edu_ucsb,2019
1591,2019-06-14,2019-06-14T07:38:50Z,Black Phoebe,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40529869768932,-119.8438814930882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:38:50Z,ccber_user,2019-06-14T14:38:50Z,ccber_user,2019
1512,2019-06-14,2019-06-14T07:39:12Z,Anna's Hummingbird,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40912510565747,-119.8492913839861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:39:12Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:39:12Z,clark@ccber.ucsb.edu_ucsb,2019
1513,2019-06-14,2019-06-14T07:39:23Z,Tree Swallow,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40930110116397,-119.8490596276259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:39:23Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:39:23Z,clark@ccber.ucsb.edu_ucsb,2019
1514,2019-06-14,2019-06-14T07:39:42Z,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40929675592061,-119.8493361551215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:39:42Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:39:42Z,clark@ccber.ucsb.edu_ucsb,2019
1592,2019-06-14,2019-06-14T07:40:13Z,Brandt's Cormorant,NA,NA,1,No,Air,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40478294670993,-119.8440976214573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:40:13Z,ccber_user,2019-06-14T14:40:13Z,ccber_user,2019
1515,2019-06-14,2019-06-14T07:41:37Z,Orange-crowned Warbler,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40895842285477,-119.8494022549568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:41:37Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:41:37Z,clark@ccber.ucsb.edu_ucsb,2019
1516,2019-06-14,2019-06-14T07:43:50Z,California Towhee,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40900839667702,-119.8492521401846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:43:50Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:43:50Z,clark@ccber.ucsb.edu_ucsb,2019
1593,2019-06-14,2019-06-14T07:44:01Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40620945422953,-119.8447064528445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:44:01Z,ccber_user,2019-06-14T14:44:01Z,ccber_user,2019
1594,2019-06-14,2019-06-14T07:44:15Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40623498708634,-119.8445969095838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:44:15Z,ccber_user,2019-06-14T14:44:15Z,ccber_user,2019
1595,2019-06-14,2019-06-14T07:44:26Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40588660262669,-119.8450717572464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:44:26Z,ccber_user,2019-06-14T14:44:26Z,ccber_user,2019
1517,2019-06-14,2019-06-14T07:44:37Z,Song Sparrow,NA,NA,2,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40904750695847,-119.8493416824555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:44:37Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:44:37Z,clark@ccber.ucsb.edu_ucsb,2019
1518,2019-06-14,2019-06-14T07:45:20Z,Hooded Oriole,NA,NA,3,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40924088435669,-119.8493601176817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:45:20Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:47:14Z,clark@ccber.ucsb.edu_ucsb,2019
1519,2019-06-14,2019-06-14T07:47:26Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40938646073003,-119.849346949278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:47:26Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:47:26Z,clark@ccber.ucsb.edu_ucsb,2019
1596,2019-06-14,2019-06-14T07:48:21Z,Orange-crowned Warbler,NA,NA,1,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.4058310964007,-119.8455023197621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:48:21Z,ccber_user,2019-06-14T14:48:21Z,ccber_user,2019
1597,2019-06-14,2019-06-14T07:49:26Z,Hooded Oriole,NA,NA,2,No,NA,NA,NA,NA,"Lisa Stratton, Glenn Kincaid, Dan Fontaine, Evan Hobson",34.40628291323807,-119.8454632996411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:49:26Z,ccber_user,2019-06-14T14:49:26Z,ccber_user,2019
1520,2019-06-14,2019-06-14T07:49:31Z,Hooded Oriole,NA,NA,1,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40958418331442,-119.8493258810896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:49:31Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:49:31Z,clark@ccber.ucsb.edu_ucsb,2019
1521,2019-06-14,2019-06-14T07:49:44Z,House Finch,NA,NA,6,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40971020374084,-119.8495313015406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:49:44Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:49:44Z,clark@ccber.ucsb.edu_ucsb,2019
1522,2019-06-14,2019-06-14T07:50:14Z,House Finch,NA,NA,4,No,NA,NA,NA,NA,"Darwin Richardson, Adrian O'Loghlen",34.40978625064968,-119.8493337817725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T14:50:14Z,clark@ccber.ucsb.edu_ucsb,2019-06-14T14:50:14Z,clark@ccber.ucsb.edu_ucsb,2019
