objectid,global_id,date,time,common_name,scientific_name,e_bird_group,count,repeat_observation,substrate,sex,breeding_activity,observation_notes,observers,latitude,longitude,temp_start_f,cloud_cover_percent_start,cloud_height_start,wind_speed_start,wind_direction_start,rain_start,time_start,time_end,temp_end_f,cloud_cover_percent_end,cloud_height_end,wind_speed_end,wind_direction_end,rain_end,weather_note,creation_date,creator,edit_date,editor,source_file,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,year
2136,{52A27D62-5669-4ABC-8037-7D0E2A686910},2018-10-22,2018-10-22 09:43:33,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,NA,34.40684514815366,-119.8473270424459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T16:43:33Z,clark@ccber.ucsb.edu_ucsb,2018-10-22T16:43:33Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2137,{62F088AA-7BD9-4A70-99D3-8764CB9BE6FD},2018-10-22,2018-10-22 09:45:01,Willet,NA,NA,1,No,NA,NA,NA,NA,NA,34.40634070711256,-119.8479770822501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T16:45:01Z,clark@ccber.ucsb.edu_ucsb,2018-10-22T16:45:01Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2138,{73B876C9-C27D-42E7-8AF0-90BCFCC860BF},2018-10-22,2018-10-22 09:47:59,Blue-gray Gnatcatcher,NA,NA,1,No,NA,NA,NA,NA,NA,34.40695483478735,-119.848640857295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T16:47:59Z,clark@ccber.ucsb.edu_ucsb,2018-10-22T16:47:59Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2139,{2934CC0C-E74D-43A0-94AC-A390B1CFB61D},2018-10-22,2018-10-22 09:48:56,Western Meadowlark,NA,NA,1,No,NA,NA,NA,NA,NA,34.40714637897426,-119.8491752704474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T16:48:56Z,clark@ccber.ucsb.edu_ucsb,2018-10-22T16:48:56Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2140,{2D83452D-1357-4A92-8654-1DEC72B95E18},2018-10-22,2018-10-22 09:49:47,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.40727012478534,-119.8490388460001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T16:49:47Z,clark@ccber.ucsb.edu_ucsb,2018-10-22T16:49:47Z,clark@ccber.ucsb.edu_ucsb,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2141,{77241472-A000-47FD-A35E-BAAE7A811B75},2018-10-22,2018-10-22 07:50:28,Belted Kingfisher,NA,NA,1,No,NA,NA,NA,NA,Dan fontaine Darwin richardson,34.41027313969715,-119.8488020195485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:50:28Z,ccber_user,2018-10-22T14:50:28Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2142,{8901E824-BF7A-42D7-A7F9-C281E87E89B1},2018-10-22,2018-10-22 07:51:31,American Coot,NA,NA,6,No,Water - Floating,NA,NA,NA,NA,34.41100970554516,-119.849259982477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:51:31Z,ccber_user,2018-10-22T14:51:31Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2143,{060C286B-98B5-41F6-ACFF-40CC4592D1C8},2018-10-22,2018-10-22 07:54:37,Black-necked Stilt,NA,NA,3,No,Water - Wading,NA,NA,NA,NA,34.41126158627914,-119.8493617517172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:54:37Z,ccber_user,2018-10-22T14:54:37Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2144,{283838DC-C88D-4F38-B2B4-15389166CC59},2018-10-22,2018-10-22 07:58:22,Wandering Tattler,NA,NA,1,No,Water - Wading,NA,NA,NA,NA,34.41034946846104,-119.8493386227936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:58:22Z,ccber_user,2018-10-22T14:58:22Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2145,{19006EEB-D2FA-4BFB-8106-3AFBA7637890},2018-10-22,2018-10-22 07:58:47,Western Scrub-Jay,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.4103189372603,-119.8495236586742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:58:47Z,ccber_user,2018-10-22T14:58:47Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2146,{C8C98226-3028-4C00-B39C-0931D2AFE258},2018-10-22,2018-10-22 07:59:09,American Kestrel,NA,NA,1,Yes,Air,NA,NA,NA,NA,34.40989531384695,-119.8488292897056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:59:09Z,ccber_user,2018-10-22T14:59:09Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2147,{DE37C011-C544-49DC-8223-678D85D5D5CC},2018-10-22,2018-10-22 07:59:30,American Crow,NA,NA,5,Yes,NA,NA,NA,NA,NA,34.40987241532311,-119.8488385414547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T14:59:30Z,ccber_user,2018-10-22T14:59:30Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2148,{0EB4D1BD-3A89-43BD-8AA4-A9367581095F},2018-10-22,2018-10-22 08:00:02,White-crowned Sparrow,NA,NA,2,No,Vegetation - Shrub,NA,NA,NA,NA,34.41131501601217,-119.8491345992229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:00:02Z,ccber_user,2018-10-22T15:00:02Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2149,{D70A09EF-D313-4EBC-A160-00E89B2027E8},2018-10-22,2018-10-22 08:00:25,Song Sparrow,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41142950659414,-119.8493890227726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:00:25Z,ccber_user,2018-10-22T15:00:25Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2150,{3E233BAD-1276-464A-AA01-D0987C2BFEC2},2018-10-22,2018-10-22 08:00:38,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41146385410872,-119.8495509288312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:00:38Z,ccber_user,2018-10-22T15:00:38Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2151,{CFBD332E-1558-48C9-9C2E-E8DDBB41252F},2018-10-22,2018-10-22 08:02:01,Greater Yellowlegs,NA,NA,1,No,Water - Wading,NA,NA,NA,NA,34.41127303572226,-119.8501476688947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:02:01Z,ccber_user,2018-10-22T15:02:01Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2152,{2A28C8B9-CAD6-45B7-99ED-6C2B66FC50EA},2018-10-22,2018-10-22 08:02:24,Black Phoebe,NA,NA,1,No,NA,NA,NA,NA,NA,34.41129593386272,-119.8502263092113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:02:24Z,ccber_user,2018-10-22T15:02:24Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2153,{AF408743-E953-4025-B369-7FEA4F591682},2018-10-22,2018-10-22 08:03:40,Killdeer,NA,NA,5,No,Bare ground,NA,NA,NA,NA,34.41112038055146,-119.8503650863463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:03:40Z,ccber_user,2018-10-22T15:03:40Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2154,{2D225D51-F2BC-4842-8615-EF25D0326707},2018-10-22,2018-10-22 08:03:59,Great Egret,NA,NA,1,No,Bare ground,NA,NA,NA,NA,34.41106313469796,-119.850513114332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:03:59Z,ccber_user,2018-10-22T15:03:59Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2155,{458D6698-F273-44DB-9E0D-C0052FE96620},2018-10-22,2018-10-22 08:04:18,Eared Grebe,NA,NA,1,No,NA,NA,NA,NA,NA,34.41087231539732,-119.8506565177907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:04:18Z,ccber_user,2018-10-22T15:04:18Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2156,{09396A3B-368B-4FA0-9FE1-6B2B36CC42EA},2018-10-22,2018-10-22 08:05:59,American Coot,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.41092956138147,-119.850758287031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:05:59Z,ccber_user,2018-10-22T15:05:59Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2157,{8DE4BEAE-EB4C-4161-8F1F-1F95172591B1},2018-10-22,2018-10-22 08:06:52,Snowy Egret,NA,NA,1,No,Water - Wading,NA,NA,NA,NA,34.41036473405729,-119.8491299728992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:06:52Z,ccber_user,2018-10-22T15:06:52Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2158,{B65F6894-31C3-48D1-BE73-BA76DDFEA03A},2018-10-22,2018-10-22 08:07:07,American Coot,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.41074255852823,-119.8494029008454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:07:07Z,ccber_user,2018-10-22T15:07:07Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2159,{F61F2B94-3BCE-48C2-98CE-1FB5CE1F7C6E},2018-10-22,2018-10-22 08:07:28,Pied-billed Grebe,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.41056318729547,-119.8496018139005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:07:28Z,ccber_user,2018-10-22T15:07:28Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2160,{8931BD1D-0EEA-4D23-8451-7BFC071CFF3D},2018-10-22,2018-10-22 08:13:41,California Towhee,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41069294518395,-119.8509386965878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:13:41Z,ccber_user,2018-10-22T15:13:41Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2161,{1D89D521-E63C-407C-95DD-260A787A242C},2018-10-22,2018-10-22 08:14:26,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,NA,34.41084560113484,-119.8511376105411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:14:26Z,ccber_user,2018-10-22T15:14:26Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2162,{8C55F772-B0CB-4191-8A35-F915B30E8167},2018-10-22,2018-10-22 08:14:45,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,NA,34.410727293001,-119.8511052289701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:14:45Z,ccber_user,2018-10-22T15:14:45Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2163,{69CD45B8-5C94-44AC-8761-22CAE4D80B49},2018-10-22,2018-10-22 08:15:00,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.41100448958093,-119.8509305102406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:15:00Z,ccber_user,2018-10-22T15:15:00Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2164,{D12342E1-D2DA-4CFE-A00E-0C47A9D17330},2018-10-22,2018-10-22 08:15:17,Scaly-breasted Munia,NA,NA,1,No,NA,NA,NA,NA,NA,34.41097904563146,-119.850918761175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:15:17Z,ccber_user,2018-10-22T15:15:17Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2165,{45C819BF-6A0D-4159-80B6-A1F7E8B29AB6},2018-10-22,2018-10-22 08:19:19,Eared Grebe,NA,NA,3,No,Water - Floating,NA,NA,NA,NA,34.4105551217026,-119.8499538699486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:19:19Z,ccber_user,2018-10-22T15:19:19Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2166,{DC2F01E8-61AD-469A-BC4C-58AB1916E1D8},2018-10-22,2018-10-22 08:20:20,Forster's Tern,NA,NA,1,No,Air,NA,NA,NA,NA,34.41089816328727,-119.8500878204355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:20:20Z,ccber_user,2018-10-22T15:20:20Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2167,{532DB600-244E-49BE-AB47-01EB27903736},2018-10-22,2018-10-22 08:20:38,Belted Kingfisher,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40994270873919,-119.8496748065089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:20:38Z,ccber_user,2018-10-22T15:20:38Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2168,{34FE0CFF-3B3F-4C69-AF48-C4D699A1972A},2018-10-22,2018-10-22 08:21:02,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,NA,34.41049295961928,-119.8506598999478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:21:02Z,ccber_user,2018-10-22T15:21:02Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2169,{C65CAE4A-1123-4C95-AF76-4B48D278EB2B},2018-10-22,2018-10-22 08:21:56,Hermit Thrush,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.41029726392517,-119.8506515276493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:21:56Z,ccber_user,2018-10-22T15:22:05Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2170,{B71211A9-D082-44EC-826D-ED92B539BEE3},2018-10-22,2018-10-22 08:22:23,Belted Kingfisher,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40962268634385,-119.8495743434191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:22:23Z,ccber_user,2018-10-22T15:22:23Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2171,{069DCBFE-1898-4884-AE5A-79AB41C3C8D8},2018-10-22,2018-10-22 08:23:36,House Finch,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40954670969339,-119.8505538556251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:23:36Z,ccber_user,2018-10-22T15:23:36Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2172,{0A2783E7-56C1-4DFE-8450-DCE0CA8A1D48},2018-10-22,2018-10-22 08:23:53,Yellow-rumped Warbler,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40965491868416,-119.850623621485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:23:53Z,ccber_user,2018-10-22T15:23:53Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2173,{442AF0B2-4963-4273-99F9-BE9DE3F30245},2018-10-22,2018-10-22 08:25:40,Anna's Hummingbird,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.40945231371363,-119.8505092057623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:25:40Z,ccber_user,2018-10-22T15:25:40Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2174,{74415934-B13D-4239-8C62-72E13B221CE1},2018-10-22,2018-10-22 08:26:34,Common Yellowthroat,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40981377900586,-119.850623621485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:26:34Z,ccber_user,2018-10-22T15:26:34Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2175,{24164105-D324-4EED-ADBD-9A211E426538},2018-10-22,2018-10-22 08:26:56,Northern Mockingbird,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40961808172276,-119.8505287396281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:26:56Z,ccber_user,2018-10-22T15:26:56Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2176,{03958659-350C-49CF-AF24-0F75085DACD8},2018-10-22,2018-10-22 08:28:52,House Wren,NA,NA,1,No,Vegetation - Tree,NA,NA,NA,NA,34.4093371978767,-119.8505315306937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:28:52Z,ccber_user,2018-10-22T15:28:52Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2177,{9D88FF06-A3D7-44B4-8A85-8FD034353CFA},2018-10-22,2018-10-22 08:30:43,American Wigeon,NA,NA,2,No,Water - Floating,NA,NA,NA,NA,34.40942698861368,-119.850001310877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:30:43Z,ccber_user,2018-10-22T15:30:43Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2178,{3C72B541-9F35-4997-BF44-CBC24CDB7E61},2018-10-22,2018-10-22 08:30:57,Gadwall,NA,NA,1,No,NA,NA,NA,NA,NA,34.40929345344654,-119.8499343351844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:30:57Z,ccber_user,2018-10-22T15:30:57Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2179,{C5B28252-1C84-41FD-8D58-5175A8945418},2018-10-22,2018-10-22 08:31:20,Pied-billed Grebe,NA,NA,1,No,Water - Floating,NA,NA,NA,NA,34.40932568591372,-119.85001526351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:31:20Z,ccber_user,2018-10-22T15:31:20Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2180,{46B36B42-FED5-4BA3-9FA9-474A6F2AE680},2018-10-22,2018-10-22 08:31:42,Bewick's Wren,NA,NA,1,No,NA,NA,NA,NA,NA,34.4092819414776,-119.8494710901621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:31:42Z,ccber_user,2018-10-22T15:31:42Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2181,{F43BE96E-C702-4E6B-BFDC-6408A1D22B73},2018-10-22,2018-10-22 08:31:55,Hermit Thrush,NA,NA,1,No,NA,NA,NA,NA,NA,34.40939705813167,-119.8494236492336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:31:55Z,ccber_user,2018-10-22T15:31:55Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2182,{42897207-7680-49D4-A87D-8ECD4E5FEB9E},2018-10-22,2018-10-22 08:32:30,Greater Yellowlegs,NA,NA,1,No,NA,NA,NA,NA,NA,34.40906091699826,-119.850450602368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:32:30Z,ccber_user,2018-10-22T15:32:30Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2183,{4A217B9A-414A-4A52-8E74-CBBB725BBE08},2018-10-22,2018-10-22 08:32:38,White-crowned Sparrow,NA,NA,1,No,NA,NA,NA,NA,NA,34.40911847549722,-119.8495129498576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:32:38Z,ccber_user,2018-10-22T15:32:38Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2184,{686E6B10-0A66-4D94-8374-C98E23469F67},2018-10-22,2018-10-22 08:32:56,Snowy Egret,NA,NA,1,No,Water - Wading,NA,NA,NA,NA,34.40894119522327,-119.8505203682279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:32:56Z,ccber_user,2018-10-22T15:32:56Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2185,{323712B0-0E12-47BE-8BB4-3D560879F3A1},2018-10-22,2018-10-22 08:33:05,Yellow-rumped Warbler,NA,NA,1,No,NA,NA,NA,NA,NA,34.40903559177981,-119.8507603621393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:33:05Z,ccber_user,2018-10-22T15:33:05Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2186,{B0EA4828-76CC-42B8-8D7C-03F9B2A51A81},2018-10-22,2018-10-22 08:33:52,Blue-gray Gnatcatcher,NA,NA,1,No,Vegetation - Shrub,NA,NA,NA,NA,34.40872477525527,-119.8508050129005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:33:52Z,ccber_user,2018-10-22T15:33:52Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
2187,{4ADF3BDF-C850-4748-89EE-F4F23B0D0416},2018-10-22,2018-10-22 08:34:06,Western Grebe,NA,NA,1,No,NA,NA,NA,NA,NA,34.4090332890826,-119.8500627044385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22T15:34:06Z,ccber_user,2018-10-22T15:34:06Z,ccber_user,CL_BirdSurveyData_2018.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018
