date,year,common_name,scientific_name,count,repeat_observation,substrate,observer,objectid,time,e_bird_group,sex,breeding_activity,observation_notes,latitude,longitude,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,weather_note,creation_date,creator,edit_date,editor,source_file,water_level,global_id,speed_km_h,direction_of_travel,compass_reading,position_source_type,receiver_name,horizontal_accuracy_m,vertical_accuracy_m,altitude,pdop,hdop,vdop,fix_type,correction_age,station_id,number_of_satellites,fix_time,average_horizontal_accuracy_m,average_vertical_accuracy_m,averaged_positions,standard_deviation_m,x,y,year_from_file
NA,2022,Greater/Lesser Scaup,NA,42,No,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:18:02 PM,ccber_user,2/23/2022 4:18:02 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,a7fc03d8-80f8-4282-9dac-69b9443a514a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.845227073264,34.4081205711003,2022
NA,2022,Ring-billed Gull,NA,1,No,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:18:15 PM,ccber_user,2/23/2022 4:18:15 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,548dc8cc-53d7-4495-8883-c60e31cc7e8e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.845730684982,34.4084613710947,2022
NA,2022,Eared Grebe,NA,1,No,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:22:19 PM,ccber_user,2/23/2022 4:22:19 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,8ceecea3-55aa-47df-b8ab-b2b1bd64900d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844543830829,34.4082390607944,2022
NA,2022,Bufflehead,NA,1,No,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:23:57 PM,ccber_user,2/23/2022 4:23:57 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,6c88315c-fab8-42a3-b6ab-6d50200c4a91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844345781055,34.4081130114707,2022
NA,2022,Bufflehead,NA,6,No,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:24:06 PM,ccber_user,2/23/2022 4:24:06 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,53c8d4a4-7a97-4479-abd5-1545410e2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.845692518261,34.4070859345654,2022
NA,2022,Mallard,NA,2,No,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:25:51 PM,ccber_user,2/23/2022 4:25:51 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,94fc8a49-44bf-4f24-855c-adf0a20455f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844192999184,34.408285745873,2022
NA,2022,Red-tailed Hawk,NA,1,No,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:29:11 PM,ccber_user,2/23/2022 4:29:11 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,1a1fe488-27f7-4ddf-94c1-4ea1d05de049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844764601691,34.4065770591708,2022
NA,2022,Black Phoebe,NA,1,No,NA,NA,47,NA,NA,NA,NA,NA,34.4084748166667,-119.8436945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:31:42 PM,ccber_user,2/23/2022 4:31:42 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,258e40c3-785e-41d8-b478-fd2ce0809c29,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-27.5,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.843694499779,34.4084748168031,2022
NA,2022,House Finch,NA,4,No,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:31:51 PM,ccber_user,2/23/2022 4:31:51 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,7f69de5a-1db8-4e6b-96de-db965ff4ccad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.843455058331,34.4084373575078,2022
NA,2022,Dark-eyed Junco,NA,2,No,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:31:59 PM,ccber_user,2/23/2022 4:31:59 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,26c3a316-64bc-4552-ba66-e1574b771ea9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.843585205351,34.4085867491654,2022
NA,2022,Townsend's Warbler,NA,1,No,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:33:20 PM,ccber_user,2/23/2022 4:33:20 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,4cf685ae-1c04-4184-9845-4ddfaf80eef5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.843698376907,34.4086100912404,2022
NA,2022,Orange-crowned Warbler,NA,1,No,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:33:33 PM,ccber_user,2/23/2022 4:33:33 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,e673ae69-7955-4e74-a996-7d8c95b36c4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.843556912013,34.4086687817631,2022
NA,2022,American Pipit,NA,1,No,NA,NA,52,NA,NA,NA,NA,NA,34.4085296833333,-119.8436952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:37:07 PM,ccber_user,2/23/2022 4:37:07 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,c746cda9-ef61-480a-874d-261d0e37ef8a,NA,NA,NA,NA,Samsung SM-T713,4.23,3.76,-28,1.2,0.9,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.843695199566,34.4085296831564,2022
NA,2022,Snowy Egret,NA,1,No,NA,NA,53,NA,NA,NA,NA,NA,34.4071015166667,-119.84358625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:48:31 PM,ccber_user,2/23/2022 4:48:31 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,11d13e1b-981b-4c54-8529-ee8607ca55d9,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-20.7,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.843586250092,34.4071015164867,2022
NA,2022,House Finch,NA,2,No,NA,NA,54,NA,NA,NA,NA,NA,34.4061735833333,-119.844011433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:52:50 PM,ccber_user,2/23/2022 4:52:50 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,4663f5f5-0ac2-4fdb-8222-0011bce06dc8,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-28.4,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.844011433496,34.4061735837025,2022
NA,2022,Anna's Hummingbird,NA,1,No,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:53:24 PM,ccber_user,2/23/2022 4:53:24 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,2978a34e-1574-4aaa-b6b5-0318b6e51d7a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844256437311,34.4060141346581,2022
NA,2022,White-crowned Sparrow,NA,2,No,NA,NA,56,NA,NA,NA,NA,NA,34.4059172666667,-119.844066333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:54:29 PM,ccber_user,2/23/2022 4:54:29 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,2af16170-cb69-4b57-b220-4f7db9b74a6d,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-23,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.844066333136,34.4059172666304,2022
NA,2022,House Finch,NA,2,No,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:55:01 PM,ccber_user,2/23/2022 4:55:01 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,076b078e-d2aa-4664-808b-d9727d4dcc55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844111682786,34.4057974165825,2022
NA,2022,White-crowned Sparrow,NA,1,No,NA,NA,58,NA,NA,NA,NA,NA,34.4053127833333,-119.844098216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:56:38 PM,ccber_user,2/23/2022 4:56:38 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,6b5c7edf-a02a-4140-88e1-9195efcac629,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-23.5,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.84409821704,34.4053127835314,2022
NA,2022,California Towhee,NA,1,No,NA,NA,59,NA,NA,NA,NA,NA,34.4053133166667,-119.8440997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:56:55 PM,ccber_user,2/23/2022 4:56:55 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,48e0ca8f-f3f3-4d37-a4fa-1a87f7581355,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-23.6,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.844099700159,34.405313316429,2022
NA,2022,Brown Pelican,NA,200,No,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 4:59:29 PM,ccber_user,2/23/2022 4:59:29 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,7df2c8a2-34fd-415e-bf09-318d640daaff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844137128465,34.4044590156431,2022
NA,2022,Western Gull,NA,4,No,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:00:03 PM,ccber_user,2/23/2022 5:00:03 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,758cc547-e676-48b0-ad27-237106bbd1b0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844022622013,34.4044957563004,2022
NA,2022,Heermann's Gull,NA,NA,No,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:00:18 PM,ccber_user,2/23/2022 5:00:18 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,05db73ed-329c-4246-98b7-3fcd47a3c198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.8442134664,34.4044065287501,2022
NA,2022,Willet,NA,1,No,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:00:27 PM,ccber_user,2/23/2022 5:00:27 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,d706bfc3-c050-436b-b38f-5b9c6dd16a69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.844016260144,34.4046374705364,2022
NA,2022,Northern Rough-winged Swallow,NA,2,No,NA,NA,64,NA,NA,NA,NA,NA,34.40608995,-119.8466876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:10:50 PM,ccber_user,2/23/2022 5:10:50 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,2e9db755-3197-4991-b61c-cba41e5fa234,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-27.7,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.846687600067,34.4060899499798,2022
NA,2022,Say's Phoebe,NA,1,No,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:13:39 PM,ccber_user,2/23/2022 5:13:39 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,cdb65ac3-e68f-47fd-908a-b1996e6acc5b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.847657277517,34.406452381444,2022
NA,2022,Song Sparrow,NA,1,No,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:18:03 PM,ccber_user,2/23/2022 5:18:03 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,e83685b4-2390-40e4-95b8-efb8757cd082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.847207768634,34.4067514828661,2022
NA,2022,White-crowned Sparrow,NA,NA,No,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:18:12 PM,ccber_user,2/23/2022 5:18:12 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,df2a1faa-534e-43be-b995-c4befb4a86b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.847277076353,34.4067239512786,2022
NA,2022,House Finch,NA,4,No,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:19:28 PM,ccber_user,2/23/2022 5:19:28 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,d81349f9-8926-475e-85ac-105e09a8e98e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848042020564,34.4066678282278,2022
NA,2022,House Finch,NA,2,No,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:20:45 PM,ccber_user,2/23/2022 5:20:45 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,b83a4c2e-2d4c-4c2b-a02c-22f3726b0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848414225824,34.4068012519666,2022
NA,2022,Anna's Hummingbird,NA,3,No,NA,NA,70,NA,NA,NA,NA,NA,34.4078738333333,-119.848504966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:28:31 PM,ccber_user,2/23/2022 5:28:31 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,dba90aee-0ef3-4f4a-a074-324dba618d37,NA,NA,NA,NA,Samsung SM-T713,3.76,4.23,-15.7,1.2,0.8,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.848504966447,34.4078738333295,2022
NA,2022,Golden-crowned Sparrow,NA,1,No,NA,NA,71,NA,NA,NA,NA,NA,34.40780685,-119.848414083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 5:43:45 PM,ccber_user,2/23/2022 5:43:45 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,cbf0d50c-831d-4fa9-a672-0c4247208f04,NA,NA,NA,NA,Samsung SM-T713,3.29,3.29,-23.3,1,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,-119.848414082991,34.4078068503426,2022
NA,2022,Long-billed Dowitcher,NA,19,No,NA,Lisa max roberts,72,NA,NA,NA,NA,NA,NA,NA,720,NA,45,10,High,Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:21:44 PM,ccber_user,2/23/2022 3:23:23 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,9b6eb15e-2fdb-4d7b-8c15-d2128517512b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848123032433,34.4107097337133,2022
NA,2022,Least Sandpiper,NA,2,No,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:24:27 PM,ccber_user,2/23/2022 3:24:27 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,cda53ef0-da37-40ca-8b4b-43c48e2c7ff5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.847879846807,34.4105836510566,2022
NA,2022,Mallard,NA,2,No,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:25:42 PM,ccber_user,2/23/2022 3:26:07 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,d6d09c35-67a8-4993-ba37-a883e204716d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848256135808,34.4108023814628,2022
NA,2022,American Coot,NA,1,No,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:27:46 PM,ccber_user,2/23/2022 3:27:46 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,1bc0277d-d494-4216-81aa-f8824ee00b56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848222174101,34.410652483132,2022
NA,2022,Ruddy Duck,NA,7,No,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:29:56 PM,ccber_user,2/23/2022 3:29:56 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,765b3d21-422f-498b-8d89-8a81bb8f6aef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848913289371,34.4106426766621,2022
NA,2022,Eared Grebe,NA,4,No,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:30:32 PM,ccber_user,2/23/2022 3:30:32 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,34b77c3a-9ddb-4c6c-99db-77b11697b6b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849766256801,34.4106419763058,2022
NA,2022,Pied-billed Grebe,NA,1,No,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:30:51 PM,ccber_user,2/23/2022 3:30:51 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,adc254f3-181b-46b4-bdd0-1f10c187a41d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.850358883479,34.4105618473532,2022
NA,2022,Northern Mockingbird,NA,1,No,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:31:22 PM,ccber_user,2/23/2022 3:31:22 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,4973ff13-ab18-4f3f-a899-ca121e8a03a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849289098672,34.4116097319503,2022
NA,2022,Bushtit,NA,10,No,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:32:39 PM,ccber_user,2/23/2022 3:32:39 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,7f789671-4b8d-4dab-8db0-86d2c47262f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848755905432,34.4110871919979,2022
NA,2022,Ring-billed Gull,NA,1,No,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:32:59 PM,ccber_user,2/23/2022 3:32:59 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,92cf2de8-34f2-4efa-9033-2800339c4cc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.848980050366,34.4109779206192,2022
NA,2022,American Coot,NA,2,No,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:36:01 PM,ccber_user,2/23/2022 3:36:01 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,ef813a51-81a3-4013-841e-2763e08bfb82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849761162456,34.4113911896742,2022
NA,2022,Anna's Hummingbird,NA,1,No,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:36:26 PM,ccber_user,2/23/2022 3:36:26 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,c1d55172-2154-4a03-8d1e-a38852e4b5db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849275515247,34.4116741735949,2022
NA,2022,Ruddy Duck,NA,8,No,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:36:44 PM,ccber_user,2/23/2022 3:36:44 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,c4f5577c-e779-489a-ab4c-a14599d8674c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.84973024424,34.4113173853466,2022
NA,2022,Black Phoebe,NA,1,No,NA,NA,85,NA,NA,NA,Carrying Nest Material,in drop inlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:38:10 PM,ccber_user,2/23/2022 3:38:10 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,52cf1560-74fc-4cda-b36f-56a8fad7afe0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.850280419232,34.4116255857571,2022
NA,2022,Acorn Woodpecker,NA,4,No,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:39:00 PM,ccber_user,2/23/2022 3:44:20 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,427c32ca-85c9-4739-ab9a-3c1c083ed124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849825711799,34.4115947652484,2022
NA,2022,Northern Mockingbird,NA,1,No,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/2022 3:39:30 PM,ccber_user,2/23/2022 3:39:30 PM,ccber_user,CL_BirdSurvey_Data_2022_02_23_0.csv,NA,cb09bdf6-d39b-4a34-8266-1f53529e5e14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.849773071421,34.4116199814901,2022
